image_index,concept,verdict,macro_cluster
24,miliary lupoid of boeck,Uncertain,1
24,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Unaligned,0
24,regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,Uncertain,0
24,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Unaligned,0
24,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
24,solitary circumscribed mass lesion projecting over the right mid lung zone.,Unaligned,0
24,the carina is sharp and located at the level of the hilum.,Uncertain,0
24,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Unaligned,2
24,the pulmonary artery segment maintains a normal contour along the left heart border.,Aligned,0
24,the thoracic spine shows an accentuated posterior curve on the lateral chest view.,Unaligned,2
24,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Aligned,2
25,a solitary well-defined nodule with central dense calcification is noted.,Unaligned,0
25,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
25,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
25,cardiac insufficiency,Uncertain,0
25,chronic irreversible airway obstruction,Aligned,0
25,coad,Uncertain,0
25,"columns, spinal",Uncertain,2
25,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
25,cystic fibrosis (disorder),Uncertain,0
25,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
25,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
25,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
25,"disease, forestier's",Uncertain,2
25,extraskeletal calcification,Uncertain,2
25,"fibroses, pulmonary",Aligned,0
25,free intraperitoneal air collection noted tracking along the superior hepatic surface.,Unaligned,3
25,gallstone diseases,Uncertain,5
25,hemopneumothorax,Unaligned,0
25,large air filled bullae are identified within the apical lung regions.,Unaligned,0
25,miliary lupoid of boeck,Uncertain,1
25,normal midline position of the trachea with a well defined tracheal air column.,Aligned,0
25,patchy consolidations with cavitation identified in the right upper lung field.,Unaligned,1
25,radiolucent gas collection identified between the liver dome and the diaphragm.,Unaligned,3
25,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Unaligned,0
25,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
25,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
25,tracheal structure,Uncertain,0
26,atrial structure (body structure),Uncertain,0
26,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
26,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
26,"columns, vertebral",Uncertain,2
26,confluent airspace opacities identified throughout the right middle and lower lobes.,Uncertain,0
26,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
26,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
26,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
26,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
26,"fibroses, pulmonary",Uncertain,0
26,forestiers disease,Uncertain,2
26,heart atria,Uncertain,0
26,homogeneous opacification of the pleural space consistent with a large pleural effusion.,Uncertain,0
26,increased cardiac shadow size with a water bottle configuration.,Uncertain,0
26,increased density obscuring the hemidiaphragm consistent with a significant pleural collection.,Uncertain,0
26,multiple small dense pulmonary nodules scattered throughout both lung fields.,Uncertain,0
26,oesophageal hiatal hernia,Uncertain,3
26,patchy opacification identified throughout the mid to lower zones of the lung.,Uncertain,0
26,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,Uncertain,0
26,the left atrial appendage is located along the mid left heart border.,Uncertain,0
26,unexpanded lung,Uncertain,0
27,acute bronchitis (disorder),Uncertain,0
27,chronic irreversible airway obstruction,Uncertain,0
27,confluent airspace opacification present within the left lower lobe segment.,Aligned,0
27,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
27,forestiers disease,Uncertain,2
27,gas filled structure noted superior to the left hemidiaphragm.,Aligned,3
27,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Uncertain,3
27,globular heart shape suggesting an increase in the pericardial space.,Unaligned,0
27,heart structure (body structure),Aligned,0
27,hemopneumothorax,Unaligned,0
27,homogeneous opacification of the pleural space consistent with a large pleural effusion.,Unaligned,0
27,increased retrosternal lucency with posterior bowing of the sternal body on lateral view.,Uncertain,2
27,large air filled bullae are identified within the apical lung regions.,Unaligned,0
27,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
27,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,Uncertain,2
27,normal midline position of the trachea with a well defined tracheal air column.,Aligned,0
27,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Unaligned,0
27,pigeon breast,Aligned,2
27,pneumothorax (disorder),Unaligned,0
27,radiolucent epicardial adipose tissue visible along the lower anterior heart border.,Uncertain,6
27,retrocardiac soft tissue opacity noted within the posterior mediastinum.,Unaligned,3
27,"sarcoid, boeck's",Uncertain,1
27,shoulder,Uncertain,2
27,sternal prominence projecting anteriorly beyond the normal thoracic cage margin.,Unaligned,2
27,structure of yellow fat,Uncertain,6
27,the left atrial appendage is located along the mid left heart border.,Uncertain,0
27,the proximal humerus is visualized within the lateral aspect of the thoracic cage.,Unaligned,2
27,thoracic aorta appears as a well defined tubular structure within the superior mediastinum.,Unaligned,0
27,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
27,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
27,well defined thick walled cavitary lesion identified in the left lower lobe.,Unaligned,0
28,bullous emphysema,Uncertain,0
28,chronic irreversible airway obstruction,Uncertain,0
28,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Uncertain,1
28,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
28,continuous bony bridging spanning multiple contiguous thoracic vertebral segments.,Uncertain,2
28,cystic fibrosis (disorder),Uncertain,0
28,displaced articular surfaces noted at the level of the acromioclavicular joint.,Uncertain,1
28,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
28,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Unaligned,3
28,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
28,large air filled bullae are identified within the apical lung regions.,Uncertain,0
28,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
28,lymphatic gland,Uncertain,7
28,normal aortic arch shadow is visualized along the superior mediastinal border.,Uncertain,0
28,patchy airspace opacification identified in the right mid lung zone suggesting consolidation.,Uncertain,0
28,patchy consolidations with cavitation identified in the right upper lung field.,Unaligned,1
28,regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,Uncertain,0
28,"spine, cervical",Uncertain,2
28,subdiaphragmatic lucency consistent with free air within the peritoneal cavity.,Unaligned,3
28,the carina is sharp and located at the level of the hilum.,Uncertain,0
28,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
28,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Aligned,0
28,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Uncertain,0
28,the tracheal bifurcation is clearly visualized with a sharp carinal angle.,Aligned,0
28,vertebral columns,Uncertain,2
28,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
29,abnormal separation of the articular surfaces within the acromioclavicular joint.,Uncertain,1
29,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
29,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
29,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
29,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
29,confluent airspace opacities identified throughout the right middle and lower lobes.,Uncertain,0
29,crowding of the pulmonary vascular markings within the affected lung zone.,Aligned,0
29,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
29,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
29,diffuse miliary pattern of tiny rounded opacities throughout the pulmonary parenchyma.,Uncertain,0
29,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
29,extraskeletal calcification,Unaligned,2
29,fibrocystic disease,Uncertain,0
29,"fibroses, pulmonary",Aligned,0
29,multiple avascular lucent spaces are present throughout the upper pulmonary lobes.,Uncertain,0
29,multiple small dense pulmonary nodules scattered throughout both lung fields.,Uncertain,0
29,patchy consolidations with cavitation identified in the right upper lung field.,Unaligned,1
29,"spine, cervical",Uncertain,2
29,the carina is sharp and located at the level of the hilum.,Uncertain,0
29,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
29,tracheal structure,Uncertain,0
29,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
30,atheromatosis,Uncertain,0
30,atheroscleroses,Uncertain,0
30,besnier boeck disease,Uncertain,1
30,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
30,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
30,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
30,"disease, forestier's",Uncertain,2
30,fibrocystic disease,Uncertain,0
30,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
30,gallstone disease,Uncertain,5
30,gallstone diseases,Uncertain,5
30,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Uncertain,3
30,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
30,globular heart shape suggesting an increase in the pericardial space.,Uncertain,0
30,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
30,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
30,pneumothorax (disorder),Unaligned,0
30,pulmonary cicatrix,Uncertain,0
30,the carina is sharp and located at the level of the hilum.,Unaligned,0
30,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Uncertain,0
30,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
30,the tracheal bifurcation is clearly visualized with a sharp carinal angle.,Unaligned,0
30,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
31,acute bronchitis (disorder),Uncertain,0
31,atheroscleroses,Uncertain,0
31,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
31,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
31,coad,Uncertain,0
31,"columns, spinal",Uncertain,2
31,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
31,confluent airspace opacities identified throughout the right middle and lower lobes.,Unaligned,0
31,costophrenic angle,Aligned,4
31,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
31,cystic fibrosis (disorder),Uncertain,0
31,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
31,"disease, forestier's",Uncertain,2
31,fibrocystic disease,Uncertain,0
31,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
31,humeri,Aligned,2
31,large air filled bullae are identified within the apical lung regions.,Uncertain,0
31,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,Uncertain,3
31,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Uncertain,0
31,prominent tubular opacities noted within the lower lung zones bilaterally.,Uncertain,0
31,pulmonary vascular structures are clearly visible radiating from the bilateral hila.,Uncertain,0
31,radiolucent gas collection identified between the liver dome and the diaphragm.,Uncertain,3
31,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
31,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
31,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
31,"spine, cervical",Uncertain,2
31,subdiaphragmatic lucency consistent with free air within the peritoneal cavity.,Unaligned,3
31,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Uncertain,0
32,atheroscleroses,Uncertain,0
32,bronchiectasis (disorder),Uncertain,0
32,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
32,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
32,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
32,focal pulmonary opacity with smooth margins located in the left upper lobe.,Unaligned,0
32,gallstone diseases,Uncertain,5
32,generalized thinning of the cortical margins of the visualized ribs.,Unaligned,2
32,linear scarring and calcified granulomas present in the upper lung zones.,Uncertain,1
32,localized expansile lucency with thin sclerotic margins identified in the clavicular head.,Unaligned,2
32,miliary lupoid of boeck,Uncertain,1
32,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
32,pericardial effusion,Uncertain,0
32,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
32,solitary circumscribed mass lesion projecting over the right mid lung zone.,Unaligned,0
32,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Unaligned,2
32,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Aligned,4
32,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,Unaligned,0
32,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Aligned,0
32,the pulmonary artery segment maintains a normal contour along the left heart border.,Unaligned,0
32,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,Unaligned,0
32,visualized proximal humerus demonstrates normal trabecular pattern and smooth cortical bone surfaces.,Uncertain,2
32,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
33,a solitary well-defined nodule with central dense calcification is noted.,Uncertain,0
33,atheroscleroses,Uncertain,0
33,besnier boeck disease,Uncertain,1
33,calcified granuloma,Uncertain,0
33,calculus in biliary tract (disorder),Uncertain,5
33,central mediastinal structures maintain a normal position without evidence of abnormal widening.,Aligned,0
33,cystic fibrosis (disorder),Uncertain,0
33,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
33,fibrocystic disease,Uncertain,0
33,"fibroses, pulmonary",Uncertain,0
33,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
33,gallstone disease,Uncertain,5
33,gallstone diseases,Uncertain,5
33,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
33,increased prominence of bronchovascular markings with bilateral hazy opacities.,Uncertain,0
33,linear lucencies tracking along the subcutaneous soft tissues of the chest wall.,Uncertain,0
33,miliary lupoid of boeck,Uncertain,1
33,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
33,multiple small dense pulmonary nodules scattered throughout both lung fields.,Uncertain,0
33,pneumothorax (disorder),Unaligned,0
33,pulmonary cicatrix,Uncertain,0
33,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
33,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
33,the carina is sharp and located at the level of the hilum.,Unaligned,0
33,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Uncertain,0
33,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
33,tuberculosis,Uncertain,1
33,well defined thick walled cavitary lesion identified in the left lower lobe.,Unaligned,0
34,acute bronchitis (disorder),Uncertain,0
34,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
34,cardiomegaly (disorder),Uncertain,0
34,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
34,cervical spines,Uncertain,2
34,"columns, spinal",Uncertain,2
34,confluent airspace opacities identified throughout the right middle and lower lobes.,Unaligned,0
34,continuous bony bridging spanning multiple contiguous thoracic vertebral segments.,Uncertain,2
34,costophrenic angle,Uncertain,4
34,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
34,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
34,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
34,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
34,enlarged cardiac silhouette associated with diffuse bilateral pulmonary venous hypertension and edema.,Uncertain,0
34,gallstone disease,Uncertain,5
34,gallstone diseases,Uncertain,5
34,heart atrium,Uncertain,0
34,increased retrosternal lucency with posterior bowing of the sternal body on lateral view.,Uncertain,2
34,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,Uncertain,2
34,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
34,mediastinal shift,Uncertain,0
34,osteophyte of bone,Uncertain,2
34,pericardial effusion,Uncertain,0
34,pulmonary cicatrix,Uncertain,0
34,structure of yellow fat,Uncertain,6
34,the cervical spine demonstrates normal alignment and intact bony cortical margins throughout.,Unaligned,2
34,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,Uncertain,0
34,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
34,tuberculosis,Uncertain,1
34,tuberculous (qualifier value),Uncertain,1
34,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
34,well defined expansile lucent lesion involving the posterior aspect of the left rib.,Unaligned,2
35,acute bronchitis (disorder),Uncertain,0
35,atheroscleroses,Uncertain,0
35,bilateral perihilar airspace opacities consistent with pulmonary edema.,Uncertain,0
35,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
35,cardiomegaly (disorder),Uncertain,0
35,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
35,confluent airspace opacities identified throughout the right middle and lower lobes.,Unaligned,0
35,crowding of the pulmonary vascular markings within the affected lung zone.,Uncertain,0
35,dense pleural opacity causing obscuration of the underlying pulmonary vascular markings.,Unaligned,0
35,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
35,diffuse fine reticulonodular opacities distributed throughout both mid and upper lung zones.,Uncertain,1
35,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
35,"disease, forestier's",Uncertain,2
35,"fibroses, pulmonary",Uncertain,0
35,fine reticular opacities present throughout the mid and lower lung zones.,Uncertain,0
35,increased cardiac shadow size with a water bottle configuration.,Unaligned,0
35,increased density obscuring the hemidiaphragm consistent with a significant pleural collection.,Unaligned,0
35,increased prominence of bronchovascular markings with bilateral hazy opacities.,Uncertain,0
35,layering opacity along the lateral chest wall indicates pleural effusion.,Unaligned,0
35,multiple avascular lucent spaces are present throughout the upper pulmonary lobes.,Uncertain,0
35,patchy airspace opacification identified in the right mid lung zone suggesting consolidation.,Uncertain,0
35,patchy opacification identified throughout the mid to lower zones of the lung.,Uncertain,0
35,pericardial effusion,Uncertain,0
35,pulmonary vascular structures are clearly visible radiating from the bilateral hila.,Uncertain,0
35,retrocardiac soft tissue opacity noted within the posterior mediastinum.,Unaligned,3
35,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
35,small focal nodular density identified in the left lower lung field.,Uncertain,0
35,"spine, cervical",Uncertain,2
35,unexpanded lung,Uncertain,0
35,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
35,well-defined costophrenic sulcus with normal contour and sharp margins.,Aligned,4
36,acute bronchitis (disorder),Uncertain,0
36,cardiomegaly (disorder),Uncertain,0
36,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
36,cervical spines,Uncertain,2
36,"columns, spinal",Uncertain,2
36,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
36,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
36,continuous bony bridging spanning multiple contiguous thoracic vertebral segments.,Uncertain,2
36,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
36,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
36,gallstone disease,Uncertain,5
36,generalized thinning of the cortical margins of the visualized ribs.,Uncertain,2
36,increased cardiac shadow size with a water bottle configuration.,Uncertain,0
36,linear lucencies tracking along the subcutaneous soft tissues of the chest wall.,Uncertain,0
36,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,Uncertain,2
36,normal midline position of the trachea with a well defined tracheal air column.,Uncertain,0
36,obliteration of the costophrenic sulcus consistent with pleural fluid collection.,Uncertain,0
36,pericardial effusion,Uncertain,0
36,pigeon breast,Uncertain,2
36,radiopaque calculus identified within the right upper quadrant biliary region.,Unaligned,5
36,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
36,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
36,"spine, cervical",Uncertain,2
36,the pleural surfaces appear smooth and well defined along the lateral chest walls.,Aligned,0
36,the proximal humerus is visualized within the lateral aspect of the thoracic cage.,Uncertain,2
36,the shoulder region demonstrates normal osseous alignment and intact cortical margins.,Uncertain,2
36,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
36,tuberculosis,Uncertain,1
36,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
36,visualized thoracic skeletal deformity with abnormal configuration of the bony thorax.,Uncertain,2
37,a solitary well-defined nodule with central dense calcification is noted.,Unaligned,0
37,bronchiectasis (disorder),Uncertain,0
37,calculus in biliary tract (disorder),Uncertain,5
37,cardiac ventricular morphology contributes to the overall size of the cardiac silhouette.,Uncertain,0
37,central mediastinal structures maintain a normal position without evidence of abnormal widening.,Aligned,0
37,chronic irreversible airway obstruction,Uncertain,0
37,complete disruption of the normal anatomical alignment of the sternoclavicular joint.,Unaligned,1
37,dense calcified plaques identified along the margins of the thoracic aorta.,Unaligned,0
37,diminished size of the hilar vessels with overall decreased pulmonary vascularity.,Uncertain,0
37,fibrocystic disease,Uncertain,0
37,"fibroses, pulmonary",Uncertain,0
37,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
37,increased retrosternal clear space observed due to anterior sternal bowing.,Aligned,2
37,keeled chest,Uncertain,2
37,large air filled bullae are identified within the apical lung regions.,Uncertain,0
37,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
37,normal aortic arch shadow is visualized along the superior mediastinal border.,Aligned,0
37,regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,Uncertain,0
37,single focal pulmonary nodule noted within the peripheral lung parenchyma.,Uncertain,0
37,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Unaligned,0
37,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
37,the carina is sharp and located at the level of the hilum.,Uncertain,0
37,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Uncertain,4
37,the heart ventricles occupy the inferior aspect of the central mediastinal shadow.,Uncertain,0
37,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Aligned,0
37,the thoracic aorta maintains a smooth lateral contour along the upper mediastinal stripe.,Unaligned,0
37,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
37,tuberculosis,Uncertain,1
37,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
37,well defined thick walled cavitary lesion identified in the left lower lobe.,Unaligned,0
38,a solitary well-defined rounded opacity is noted within the right upper lobe.,Unaligned,0
38,abnormal separation of the articular surfaces within the acromioclavicular joint.,Unaligned,1
38,besnier boeck schaumann syndrome,Aligned,1
38,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
38,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
38,cervical spines,Uncertain,2
38,cholelithiasis,Uncertain,5
38,"column, vertebral",Aligned,2
38,confluent airspace opacities identified throughout the right middle and lower lobes.,Unaligned,0
38,dense amorphous calcifications identified along the thoracic wall soft tissue planes.,Uncertain,2
38,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
38,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
38,focal pulmonary opacity with smooth margins located in the left upper lobe.,Uncertain,0
38,gallstone disease,Uncertain,5
38,gallstone diseases,Uncertain,5
38,gas shadows are noted within the upper abdomen beneath the hemidiaphragms.,Unaligned,3
38,hemopneumothorax,Unaligned,0
38,layering opacity along the lateral chest wall indicates pleural effusion.,Unaligned,0
38,lucent fracture line extending through the mid shaft of the left humerus.,Unaligned,2
38,multiple avascular lucent spaces are present throughout the upper pulmonary lobes.,Uncertain,0
38,multiple small dense pulmonary nodules scattered throughout both lung fields.,Uncertain,0
38,multiple small gas lucencies identified throughout the subcutaneous soft tissues of chest.,Uncertain,0
38,pulmonary cicatrix,Uncertain,0
38,shoulder,Uncertain,2
38,smooth tracheal walls are identified extending inferiorly toward the level of the carina.,Uncertain,0
38,sternal prominence projecting anteriorly beyond the normal thoracic cage margin.,Aligned,2
38,the costophrenic angles are preserved and show no signs of pleural fluid accumulation.,Uncertain,4
38,the diaphragm maintains a smooth arcuate contour across the lower thoracic cavity.,Aligned,3
38,the tracheal bifurcation is clearly visualized with a sharp carinal angle.,Unaligned,0
38,thoracic aorta appears as a well defined tubular structure within the superior mediastinum.,Unaligned,0
38,tuberculosis,Uncertain,1
38,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Unaligned,0
39,calcified granuloma,Uncertain,0
39,cardiomegaly (disorder),Uncertain,0
39,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,Uncertain,0
39,"columns, spinal",Uncertain,2
39,confluent airspace opacification present within the left lower lobe segment.,Uncertain,0
39,dense consolidation obscuring the normal vascular markings in the left lower lung.,Uncertain,0
39,diffuse bilateral peribronchial thickening with prominent central bronchiectasis throughout both lungs.,Uncertain,0
39,diffuse hyperlucency of the left lung with associated attenuation of peripheral pulmonary vessels.,Uncertain,0
39,"disease, forestier's",Uncertain,2
39,enlarged mediastinal lymph nodes causing subtle widening of the paratracheal stripe.,Uncertain,7
39,gallstone diseases,Uncertain,5
39,large air filled bullae are identified within the apical lung regions.,Uncertain,0
39,layering opacity along the lateral chest wall indicates pleural effusion.,Uncertain,0
39,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,Uncertain,2
39,miliary lupoid of boeck,Uncertain,1
39,multiple ring shadows and tubular opacities consistent with widespread cystic bronchiectasis.,Uncertain,0
39,normal midline position of the trachea with a well defined tracheal air column.,Uncertain,0
39,patchy airspace opacification identified in the right mid lung zone suggesting consolidation.,Uncertain,0
39,persistent hazy opacity noted within the right upper lobe lung parenchyma.,Uncertain,0
39,solitary circumscribed mass lesion projecting over the right mid lung zone.,Uncertain,0
39,the left atrial appendage is located along the mid left heart border.,Uncertain,0
39,the lungs appear well expanded with normal radiolucency throughout both hemithoraces.,Uncertain,0
39,tortuous thoracic aorta with extensive mural calcification along the aortic knob.,Unaligned,0
39,tuberculosis,Uncertain,1
39,visible pleural air collection accompanied by dependent opacification consistent with a hemopneumothorax.,Uncertain,0
40,a solitary well-defined rounded opacity is noted within the right upper lobe.,Unaligned,0
40,besnier boeck disease,Uncertain,1
40,bilateral hilar lymphadenopathy with prominent right paratracheal nodal enlargement is noted.,Unaligned,1
40,calcified granuloma,Uncertain,0
40,confluent airspace opacities identified throughout the right middle and lower lobes.,Uncertain,0
40,dense amorphous calcifications identified along the thoracic wall soft tissue planes.,Uncertain,2
40,discrete radiopaque biliary calculus projected over the right hepatic shadow.,Unaligned,5
40,fibrocystic disease,Uncertain,0
40,forestiers disease,Uncertain,2
40,gallstone disease,Uncertain,5
40,humeri,Uncertain,2
40,layering opacity along the lateral chest wall indicates pleural effusion.,Unaligned,0
40,localized expansile lucency with thin sclerotic margins identified in the clavicular head.,Unaligned,2
