phrase_index,parent_concept,text,text_source,cui,umls_status
301,"pulmonary disease, chronic obstructive",increased retrosternal airspace and flattened diaphragms consistent with chronic lung hyperinflation.,llm_radiology_phrase,C0024117,ok
302,"pulmonary disease, chronic obstructive",hyperinflated lung fields with narrow cardiac silhouette and flattened diaphragmatic contours.,llm_radiology_phrase,C0024117,ok
303,"hernia, hiatal","hernia, hiatal",umls_synonym,C3489393,ok
304,"hernia, hiatal",hiatal hernias,umls_synonym,C3489393,ok
305,"hernia, hiatal",hiatal hernia,umls_synonym,C3489393,ok
306,"hernia, hiatal","hernia, hiatus",umls_synonym,C3489393,ok
307,"hernia, hiatal",oesophageal hiatus hernia,umls_synonym,C3489393,ok
308,"hernia, hiatal",hiatal hernia (disorder),umls_synonym,C3489393,ok
309,"hernia, hiatal",esophageal hiatus hernia,umls_synonym,C3489393,ok
310,"hernia, hiatal",hiatus hernias,umls_synonym,C3489393,ok
311,"hernia, hiatal",oesophageal hiatal hernia,umls_synonym,C3489393,ok
312,"hernia, hiatal",hiatus hernia,umls_synonym,C3489393,ok
313,"hernia, hiatal","hernias, hiatal",umls_synonym,C3489393,ok
314,"hernia, hiatal","hernias, hiatus",umls_synonym,C3489393,ok
315,"hernia, hiatal",esophageal hiatal hernia,umls_synonym,C3489393,ok
316,"hernia, hiatal",retrocardiac opacity noted consistent with a sliding hiatal hernia.,llm_radiology_phrase,C3489393,ok
317,"hernia, hiatal",prominent soft tissue density visualized behind the cardiac silhouette.,llm_radiology_phrase,C3489393,ok
318,"hernia, hiatal",air fluid level identified within the retrocardiac mediastinal space.,llm_radiology_phrase,C3489393,ok
319,"hernia, hiatal",well defined rounded opacity projecting over the lower thoracic spine.,llm_radiology_phrase,C3489393,ok
320,"hernia, hiatal",gas filled structure noted superior to the left hemidiaphragm.,llm_radiology_phrase,C3489393,ok
321,pulmonary edema,pulmonary edema,umls_synonym,C0034063,ok
322,pulmonary edema,"lung, wet",umls_synonym,C0034063,ok
323,pulmonary edema,wet lung,umls_synonym,C0034063,ok
324,pulmonary edema,"lungs, wet",umls_synonym,C0034063,ok
325,pulmonary edema,pulmonary oedema,umls_synonym,C0034063,ok
326,pulmonary edema,pulmonary edemas,umls_synonym,C0034063,ok
327,pulmonary edema,"edema, pulmonary",umls_synonym,C0034063,ok
328,pulmonary edema,pulmonary edema (disorder),umls_synonym,C0034063,ok
329,pulmonary edema,wet lungs,umls_synonym,C0034063,ok
330,pulmonary edema,"edemas, pulmonary",umls_synonym,C0034063,ok
331,pulmonary edema,bilateral perihilar airspace opacities consistent with pulmonary edema.,llm_radiology_phrase,C0034063,ok
332,pulmonary edema,increased interstitial markings and hazy perihilar opacities noted bilaterally.,llm_radiology_phrase,C0034063,ok
333,pulmonary edema,diffuse bilateral hazy opacities with indistinct pulmonary vascular margins.,llm_radiology_phrase,C0034063,ok
334,pulmonary edema,bilateral fluffy perihilar opacities suggesting pulmonary interstitial fluid accumulation.,llm_radiology_phrase,C0034063,ok
335,pulmonary edema,increased prominence of bronchovascular markings with bilateral hazy opacities.,llm_radiology_phrase,C0034063,ok
336,pneumonia,pneumonia,umls_synonym,C0032285,ok
337,pneumonia,pneumonias,umls_synonym,C0032285,ok
338,pneumonia,pneumonia (disorder),umls_synonym,C0032285,ok
339,pneumonia,ill-defined patchy airspace opacity noted in the right lower lobe region.,llm_radiology_phrase,C0032285,ok
340,pneumonia,focal consolidation identified within the left mid lung zone on frontal view.,llm_radiology_phrase,C0032285,ok
341,pneumonia,increased density with indistinct margins involving the right middle lobe segment.,llm_radiology_phrase,C0032285,ok
342,pneumonia,segmental airspace opacification observed in the left lower lung field.,llm_radiology_phrase,C0032285,ok
343,pneumonia,persistent hazy opacity noted within the right upper lobe lung parenchyma.,llm_radiology_phrase,C0032285,ok
344,pulmonary emphysema,pulmonary emphysema,umls_synonym,C0034067,ok
345,pulmonary emphysema,"emphysema, pulmonary",umls_synonym,C0034067,ok
346,pulmonary emphysema,"emphysemas, pulmonary",umls_synonym,C0034067,ok
347,pulmonary emphysema,pulmonary emphysemas,umls_synonym,C0034067,ok
348,pulmonary emphysema,emphysema of lung,umls_synonym,C0034067,ok
349,pulmonary emphysema,pulmonary emphysema (disorder),umls_synonym,C0034067,ok
350,pulmonary emphysema,hyperinflated lungs with flattened diaphragmatic contours and increased retrosternal clear space.,llm_radiology_phrase,C0034067,ok
351,pulmonary emphysema,diffuse pulmonary hyperlucency with attenuation of the peripheral vascular markings.,llm_radiology_phrase,C0034067,ok
352,pulmonary emphysema,increased lung volumes with widened intercostal spaces and flattened hemidiaphragms.,llm_radiology_phrase,C0034067,ok
353,pulmonary emphysema,paucity of peripheral lung markings consistent with diffuse pulmonary emphysema.,llm_radiology_phrase,C0034067,ok
354,pulmonary emphysema,hyperinflated lung fields demonstrating decreased vascularity throughout the bilateral lung zones.,llm_radiology_phrase,C0034067,ok
355,kyphosis,kyphosis,umls_synonym,C2115817,ok
356,kyphosis,increased posterior curvature of the thoracic spine is noted on the lateral view.,llm_radiology_phrase,C2115817,ok
357,kyphosis,thoracic spine demonstrates exaggerated posterior convexity consistent with kyphosis.,llm_radiology_phrase,C2115817,ok
358,kyphosis,lateral chest radiograph reveals increased thoracic kyphosis of the vertebral column.,llm_radiology_phrase,C2115817,ok
359,kyphosis,prominent posterior angulation of the thoracic spine is seen on the lateral projection.,llm_radiology_phrase,C2115817,ok
360,kyphosis,the thoracic spine shows an accentuated posterior curve on the lateral chest view.,llm_radiology_phrase,C2115817,ok
361,diaphragmatic eventration,diaphragmatic eventration,umls_synonym,C0011981,ok
362,diaphragmatic eventration,eventration of diaphragm,umls_synonym,C0011981,ok
363,diaphragmatic eventration,"eventration, diaphragmatic",umls_synonym,C0011981,ok
364,diaphragmatic eventration,diaphragmatic eventration (disorder),umls_synonym,C0011981,ok
365,diaphragmatic eventration,diaphragm eventration,umls_synonym,C0011981,ok
366,diaphragmatic eventration,focal elevation of the right hemidiaphragm contour with smooth arcuate appearance.,llm_radiology_phrase,C0011981,ok
367,diaphragmatic eventration,localized upward displacement of the hemidiaphragm contour without associated mass effect.,llm_radiology_phrase,C0011981,ok
368,diaphragmatic eventration,smoothly elevated contour of the hemidiaphragm suggesting localized thinning of the muscle.,llm_radiology_phrase,C0011981,ok
369,diaphragmatic eventration,well defined focal elevation of the hemidiaphragm contour along the thoracic base.,llm_radiology_phrase,C0011981,ok
370,diaphragmatic eventration,localized dome shaped elevation of the hemidiaphragm contour on the frontal view.,llm_radiology_phrase,C0011981,ok
371,arthritis,arthritis,umls_synonym,C0003864,ok
372,arthritis,arthritides,umls_synonym,C0003864,ok
373,arthritis,inflammatory arthritis,umls_synonym,C0003864,ok
374,arthritis,arthritis (disorder),umls_synonym,C0003864,ok
375,arthritis,narrowing of the glenohumeral joint space with subchondral sclerosis noted.,llm_radiology_phrase,C0003864,ok
376,arthritis,irregular joint surfaces with periarticular osteopenia and marginal erosive changes.,llm_radiology_phrase,C0003864,ok
377,arthritis,joint space narrowing with associated subchondral cyst formation and bony sclerosis.,llm_radiology_phrase,C0003864,ok
378,arthritis,degenerative changes with joint space narrowing and prominent marginal osteophyte formation.,llm_radiology_phrase,C0003864,ok
379,arthritis,loss of articular cartilage space with subchondral bone density and irregularity.,llm_radiology_phrase,C0003864,ok
380,pulmonary consolidation,pulmonary consolidation,umls_synonym,C0521530,ok
381,pulmonary consolidation,lung consolidation,umls_synonym,C0521530,ok
382,pulmonary consolidation,lung consolidation (disorder),umls_synonym,C0521530,ok
383,pulmonary consolidation,homogeneous increased opacity noted within the right lower lobe consistent with consolidation.,llm_radiology_phrase,C0521530,ok
384,pulmonary consolidation,ill-defined area of increased density involving the left upper lobe pulmonary parenchyma.,llm_radiology_phrase,C0521530,ok
385,pulmonary consolidation,patchy airspace opacification identified in the right mid lung zone suggesting consolidation.,llm_radiology_phrase,C0521530,ok
386,pulmonary consolidation,dense consolidation obscuring the normal vascular markings in the left lower lung.,llm_radiology_phrase,C0521530,ok
387,pulmonary consolidation,confluent opacification noted throughout the right middle lobe consistent with pulmonary consolidation.,llm_radiology_phrase,C0521530,ok
388,"bone diseases, metabolic","bone diseases, metabolic",umls_synonym,C0005944,ok
389,"bone diseases, metabolic","bone disease, metabolic",umls_synonym,C0005944,ok
390,"bone diseases, metabolic",metabolic bone diseases,umls_synonym,C0005944,ok
391,"bone diseases, metabolic",metabolic bone disease (disorder),umls_synonym,C0005944,ok
392,"bone diseases, metabolic",metabolic bone disease,umls_synonym,C0005944,ok
393,"bone diseases, metabolic",metabolic disorder of bone,umls_synonym,C0005944,ok
394,"bone diseases, metabolic",generalized decrease in bone density throughout the visualized thoracic skeleton.,llm_radiology_phrase,C0005944,ok
395,"bone diseases, metabolic",diffuse osteopenia noted within the visualized ribs and thoracic spine.,llm_radiology_phrase,C0005944,ok
396,"bone diseases, metabolic",increased lucency of the bony structures throughout the thoracic cage.,llm_radiology_phrase,C0005944,ok
397,"bone diseases, metabolic",generalized thinning of the cortical margins of the visualized ribs.,llm_radiology_phrase,C0005944,ok
398,"bone diseases, metabolic",reduced radiographic density involving the thoracic vertebrae and rib structures.,llm_radiology_phrase,C0005944,ok
399,mediastinum,mediastinum,umls_synonym,C0025066,ok
400,mediastinum,mediastinal structure,umls_synonym,C0025066,ok
401,mediastinum,structure of mediastinum,umls_synonym,C0025066,ok
402,mediastinum,mediastinal structure (body structure),umls_synonym,C0025066,ok
403,mediastinum,the mediastinal contours appear within normal limits on the frontal chest radiograph.,llm_radiology_phrase,C0025066,ok
404,mediastinum,central mediastinal structures maintain a normal position without evidence of abnormal widening.,llm_radiology_phrase,C0025066,ok
405,mediastinum,the mediastinal silhouette is well defined with no evidence of mass effect.,llm_radiology_phrase,C0025066,ok
406,mediastinum,normal mediastinal contours are preserved throughout the superior and inferior thoracic regions.,llm_radiology_phrase,C0025066,ok
407,mediastinum,the mediastinal shadow remains midline with clearly visualized borders on the film.,llm_radiology_phrase,C0025066,ok
408,pulmonary lucency,pulmonary lucency,umls_synonym,,no_cui_match
409,pulmonary lucency,focal area of increased pulmonary lucency noted in the right upper lobe.,llm_radiology_phrase,,no_cui_match
410,pulmonary lucency,regional pulmonary lucency observed within the left mid lung zone on projection.,llm_radiology_phrase,,no_cui_match
411,pulmonary lucency,increased pulmonary lucency noted throughout the right hemithorax without associated mass.,llm_radiology_phrase,,no_cui_match
412,pulmonary lucency,well defined area of pulmonary lucency identified in the left lower lung field.,llm_radiology_phrase,,no_cui_match
413,pulmonary lucency,diffuse pulmonary lucency noted across the bilateral lung fields on frontal view.,llm_radiology_phrase,,no_cui_match
414,pneumothorax,pneumothorax,umls_synonym,C0032326,ok
415,pneumothorax,pneumothorax (disorder),umls_synonym,C0032326,ok
416,pneumothorax,visible pleural line with absent lung markings in the peripheral lung field.,llm_radiology_phrase,C0032326,ok
417,pneumothorax,thin radiopaque line paralleling the chest wall with underlying lung lucency.,llm_radiology_phrase,C0032326,ok
418,pneumothorax,peripheral hyperlucency noted without visible bronchovascular markings in the apical region.,llm_radiology_phrase,C0032326,ok
419,pneumothorax,separation of the visceral pleura from the parietal pleura along the periphery.,llm_radiology_phrase,C0032326,ok
420,pneumothorax,increased peripheral lucency with a distinct pleural line and absent lung markings.,llm_radiology_phrase,C0032326,ok
421,pulmonary fibrosis,pulmonary fibrosis,umls_synonym,C0034069,ok
422,pulmonary fibrosis,pulmonary fibroses,umls_synonym,C0034069,ok
423,pulmonary fibrosis,cirrhosis of lung,umls_synonym,C0034069,ok
424,pulmonary fibrosis,fibrosis of lung (disorder),umls_synonym,C0034069,ok
425,pulmonary fibrosis,"fibrosis, pulmonary",umls_synonym,C0034069,ok
426,pulmonary fibrosis,"fibroses, pulmonary",umls_synonym,C0034069,ok
427,pulmonary fibrosis,fibrosis of lung,umls_synonym,C0034069,ok
428,pulmonary fibrosis,increased reticular interstitial markings noted throughout both mid and lower lung zones.,llm_radiology_phrase,C0034069,ok
429,pulmonary fibrosis,diffuse coarse linear opacities consistent with interstitial fibrosis in both lung bases.,llm_radiology_phrase,C0034069,ok
430,pulmonary fibrosis,prominent bibasilar reticulation with associated architectural distortion of the lung parenchyma.,llm_radiology_phrase,C0034069,ok
431,pulmonary fibrosis,fine linear interstitial opacities noted throughout the peripheral lung fields bilaterally.,llm_radiology_phrase,C0034069,ok
432,pulmonary fibrosis,increased lung density with diffuse reticular pattern and loss of normal vascular markings.,llm_radiology_phrase,C0034069,ok
433,"lung, hyperlucent","lung, hyperlucent",umls_synonym,C0524799,ok
434,"lung, hyperlucent","thorax, hyperlucent",umls_synonym,C0524799,ok
435,"lung, hyperlucent","lungs, hyperlucent",umls_synonym,C0524799,ok
436,"lung, hyperlucent",hyperlucent thorax,umls_synonym,C0524799,ok
437,"lung, hyperlucent",hyperlucent lungs,umls_synonym,C0524799,ok
438,"lung, hyperlucent",hyperlucent lung,umls_synonym,C0524799,ok
439,"lung, hyperlucent",increased lucency noted throughout the right lung field with diminished vascular markings.,llm_radiology_phrase,C0524799,ok
440,"lung, hyperlucent",diffuse hyperlucency of the left lung with associated attenuation of peripheral pulmonary vessels.,llm_radiology_phrase,C0524799,ok
441,"lung, hyperlucent",marked hyperlucency of the lung parenchyma with flattened hemidiaphragms and increased retrosternal space.,llm_radiology_phrase,C0524799,ok
442,"lung, hyperlucent",bilateral lung hyperlucency with sparse peripheral vascular markings and increased lung volumes.,llm_radiology_phrase,C0524799,ok
443,"lung, hyperlucent",regional hyperlucency of the upper lung zone with decreased density of pulmonary vasculature.,llm_radiology_phrase,C0524799,ok
444,pulmonary mass,pulmonary mass,umls_synonym,C0149726,ok
445,pulmonary mass,lung mass (finding),umls_synonym,C0149726,ok
446,pulmonary mass,lung mass,umls_synonym,C0149726,ok
447,pulmonary mass,a well-defined rounded opacity is noted within the right upper lobe.,llm_radiology_phrase,C0149726,ok
448,pulmonary mass,large lobulated soft tissue density identified in the left lower lung field.,llm_radiology_phrase,C0149726,ok
449,pulmonary mass,solitary circumscribed mass lesion projecting over the right mid lung zone.,llm_radiology_phrase,C0149726,ok
450,pulmonary mass,prominent focal opacity with irregular margins seen in the left upper lobe.,llm_radiology_phrase,C0149726,ok
451,pulmonary mass,discrete spherical mass density observed within the right lower lung field.,llm_radiology_phrase,C0149726,ok
452,shoulder,shoulder,umls_synonym,C0037004,ok
453,shoulder,shoulders,umls_synonym,C0037004,ok
454,shoulder,shoulder region structure (body structure),umls_synonym,C0037004,ok
455,shoulder,shoulder region structure,umls_synonym,C0037004,ok
456,shoulder,shoulder region,umls_synonym,C0037004,ok
457,shoulder,the shoulder region demonstrates normal osseous alignment and intact cortical margins.,llm_radiology_phrase,C0037004,ok
458,shoulder,visualized shoulder structures show no evidence of acute fracture or dislocation.,llm_radiology_phrase,C0037004,ok
459,shoulder,normal soft tissue density is noted within the bilateral shoulder regions.,llm_radiology_phrase,C0037004,ok
460,shoulder,the shoulder joints appear well maintained with preserved articular space width.,llm_radiology_phrase,C0037004,ok
461,shoulder,symmetric appearance of the shoulder girdle structures on the frontal projection.,llm_radiology_phrase,C0037004,ok
462,"lung diseases, interstitial","lung diseases, interstitial",umls_synonym,C0206062,ok
463,"lung diseases, interstitial",interstitial lung disease,umls_synonym,C0206062,ok
464,"lung diseases, interstitial",diffuse parenchymal lung disease,umls_synonym,C0206062,ok
465,"lung diseases, interstitial",diffuse parenchymal lung diseases,umls_synonym,C0206062,ok
466,"lung diseases, interstitial",interstitial lung disease (disorder),umls_synonym,C0206062,ok
467,"lung diseases, interstitial",interstitial lung diseases,umls_synonym,C0206062,ok
468,"lung diseases, interstitial","lung disease, interstitial",umls_synonym,C0206062,ok
469,"lung diseases, interstitial",diffuse reticular opacities are noted throughout both lung fields bilaterally.,llm_radiology_phrase,C0206062,ok
470,"lung diseases, interstitial",fine linear interstitial markings are present in the peripheral lung zones.,llm_radiology_phrase,C0206062,ok
471,"lung diseases, interstitial",increased interstitial density is observed throughout the bilateral pulmonary parenchyma.,llm_radiology_phrase,C0206062,ok
472,"lung diseases, interstitial",diffuse fine nodular opacities are scattered across both lung fields.,llm_radiology_phrase,C0206062,ok
473,"lung diseases, interstitial",coarse reticulonodular interstitial pattern is seen throughout the bilateral lungs.,llm_radiology_phrase,C0206062,ok
474,epicardial fat,epicardial fat,umls_synonym,C0504196,ok
475,epicardial fat,"tissue, epicardial fat",umls_synonym,C0504196,ok
476,epicardial fat,epicardial visceral adipose tissue,umls_synonym,C0504196,ok
477,epicardial fat,epicardial fats,umls_synonym,C0504196,ok
478,epicardial fat,"fat, epicardial",umls_synonym,C0504196,ok
479,epicardial fat,epicardial fat tissues,umls_synonym,C0504196,ok
480,epicardial fat,epicardial adipose tissues,umls_synonym,C0504196,ok
481,epicardial fat,"fat tissue, epicardial",umls_synonym,C0504196,ok
482,epicardial fat,"adipose tissue, epicardial",umls_synonym,C0504196,ok
483,epicardial fat,epicardial adipose tissue,umls_synonym,C0504196,ok
484,epicardial fat,"tissue, epicardial adipose",umls_synonym,C0504196,ok
485,epicardial fat,epicardial fat tissue,umls_synonym,C0504196,ok
486,epicardial fat,lucent fat density noted along the inferior cardiac border on lateral view.,llm_radiology_phrase,C0504196,ok
487,epicardial fat,subtle radiolucent stripe visible adjacent to the cardiac silhouette on lateral projection.,llm_radiology_phrase,C0504196,ok
488,epicardial fat,epicardial fat pad identified as a lucent area near the cardiac apex.,llm_radiology_phrase,C0504196,ok
489,epicardial fat,radiolucent epicardial adipose tissue visible along the lower anterior heart border.,llm_radiology_phrase,C0504196,ok
490,epicardial fat,well defined lucency representing epicardial fat adjacent to the cardiac silhouette.,llm_radiology_phrase,C0504196,ok
491,pulmonary artery,pulmonary artery,umls_synonym,C0034052,ok
492,pulmonary artery,pulmonary artery structure (body structure),umls_synonym,C0034052,ok
493,pulmonary artery,pulmonary artery structure,umls_synonym,C0034052,ok
494,pulmonary artery,"artery, pulmonary",umls_synonym,C0034052,ok
495,pulmonary artery,structure of trunk of pulmonary artery,umls_synonym,C0034052,ok
496,pulmonary artery,pulmonary arteries,umls_synonym,C0034052,ok
497,pulmonary artery,trunk of pulmonary artery,umls_synonym,C0034052,ok
498,pulmonary artery,"arteries, pulmonary",umls_synonym,C0034052,ok
499,pulmonary artery,pulmonary trunk,umls_synonym,C0034052,ok
500,pulmonary artery,the main pulmonary artery segment appears as a prominent convex mediastinal contour.,llm_radiology_phrase,C0034052,ok
501,pulmonary artery,normal pulmonary trunk silhouette is identified along the left superior mediastinal border.,llm_radiology_phrase,C0034052,ok
502,pulmonary artery,the pulmonary artery trunk demonstrates normal caliber and smooth lateral mediastinal margins.,llm_radiology_phrase,C0034052,ok
503,pulmonary artery,central pulmonary arteries are visualized as branching tubular opacities within the hila.,llm_radiology_phrase,C0034052,ok
504,pulmonary artery,the pulmonary artery segment maintains a normal contour along the left heart border.,llm_radiology_phrase,C0034052,ok
505,lumbar vertebrae,lumbar vertebrae,umls_synonym,C0024091,ok
506,lumbar vertebrae,"vertebrae, lumbar",umls_synonym,C0024091,ok
507,lumbar vertebrae,lumbar vertebra,umls_synonym,C0024091,ok
508,lumbar vertebrae,bone structure of lumbar vertebra,umls_synonym,C0024091,ok
509,lumbar vertebrae,lumbar vertebrae are visualized at the inferior margin of the chest radiograph.,llm_radiology_phrase,C0024091,ok
510,lumbar vertebrae,the lumbar vertebral bodies are partially visible at the lower image border.,llm_radiology_phrase,C0024091,ok
511,lumbar vertebrae,lower thoracic and upper lumbar vertebrae are identified on the lateral view.,llm_radiology_phrase,C0024091,ok
512,lumbar vertebrae,the superior lumbar vertebrae are seen below the diaphragm on this projection.,llm_radiology_phrase,C0024091,ok
513,lumbar vertebrae,lumbar vertebral segments are faintly outlined at the base of the film.,llm_radiology_phrase,C0024091,ok
514,bone sclerosis,bone sclerosis,umls_synonym,C6013401,ok
515,bone sclerosis,increased osseous density noted within the visualized thoracic skeletal structures.,llm_radiology_phrase,C6013401,ok
516,bone sclerosis,focal areas of increased bone density identified throughout the thoracic cage.,llm_radiology_phrase,C6013401,ok
517,bone sclerosis,diffuse increase in bone opacity involving the visualized ribs and vertebrae.,llm_radiology_phrase,C6013401,ok
518,bone sclerosis,marked cortical thickening and increased density of the thoracic bony structures.,llm_radiology_phrase,C6013401,ok
519,bone sclerosis,increased radiodensity observed within the visualized segments of the thoracic spine.,llm_radiology_phrase,C6013401,ok
520,lung volume loss,lung volume loss,umls_synonym,,no_cui_match
521,lung volume loss,increased lung opacity associated with ipsilateral elevation of the hemidiaphragm.,llm_radiology_phrase,,no_cui_match
522,lung volume loss,crowding of the pulmonary vascular markings within the affected lung zone.,llm_radiology_phrase,,no_cui_match
523,lung volume loss,shift of the mediastinal structures toward the area of reduced aeration.,llm_radiology_phrase,,no_cui_match
524,lung volume loss,reduced lung volume evidenced by crowding of the adjacent rib spaces.,llm_radiology_phrase,,no_cui_match
525,lung volume loss,homogeneous opacification of the lung field with associated volume reduction.,llm_radiology_phrase,,no_cui_match
526,heart,heart,umls_synonym,C0018787,ok
527,heart,heart structure,umls_synonym,C0018787,ok
528,heart,heart structure (body structure),umls_synonym,C0018787,ok
529,heart,cardiac structure,umls_synonym,C0018787,ok
530,heart,hearts,umls_synonym,C0018787,ok
531,heart,the cardiac silhouette appears within normal limits for size and contour.,llm_radiology_phrase,C0018787,ok
532,heart,normal cardiomediastinal silhouette with well defined borders and central position.,llm_radiology_phrase,C0018787,ok
533,heart,the heart shadow is centrally located within the middle mediastinal compartment.,llm_radiology_phrase,C0018787,ok
534,heart,smooth lateral margins of the cardiac silhouette are clearly visualized throughout.,llm_radiology_phrase,C0018787,ok
535,heart,normal configuration of the cardiac silhouette with preserved retrosternal clear space.,llm_radiology_phrase,C0018787,ok
536,mediastinal shift,mediastinal shift,umls_synonym,C0264576,ok
537,mediastinal shift,mediastinal shift (disorder),umls_synonym,C0264576,ok
538,mediastinal shift,the mediastinal structures are displaced toward the left hemithorax.,llm_radiology_phrase,C0264576,ok
539,mediastinal shift,rightward deviation of the mediastinal silhouette is noted on the frontal view.,llm_radiology_phrase,C0264576,ok
540,mediastinal shift,the mediastinum is shifted toward the side of the opacified hemithorax.,llm_radiology_phrase,C0264576,ok
541,mediastinal shift,there is a noticeable shift of the mediastinum toward the contralateral side.,llm_radiology_phrase,C0264576,ok
542,mediastinal shift,the central mediastinal structures appear deviated from the midline position.,llm_radiology_phrase,C0264576,ok
543,heart failure,heart failure,umls_synonym,C0018801,ok
544,heart failure,cardiac insufficiency,umls_synonym,C0018801,ok
545,heart failure,cardiac failure,umls_synonym,C0018801,ok
546,heart failure,heart failure (disorder),umls_synonym,C0018801,ok
547,heart failure,weak heart,umls_synonym,C0018801,ok
548,heart failure,cardiomegaly with prominent pulmonary vascular congestion and bilateral perihilar interstitial opacities.,llm_radiology_phrase,C0018801,ok
549,heart failure,enlarged cardiac silhouette associated with diffuse bilateral pulmonary venous hypertension and edema.,llm_radiology_phrase,C0018801,ok
550,heart failure,increased cardiothoracic ratio with prominent upper lobe pulmonary venous redistribution and haziness.,llm_radiology_phrase,C0018801,ok
551,heart failure,global cardiac enlargement accompanied by bilateral interstitial markings and indistinct pulmonary vasculature.,llm_radiology_phrase,C0018801,ok
552,heart failure,prominent cardiac silhouette with associated bilateral perihilar haziness and interstitial pulmonary edema.,llm_radiology_phrase,C0018801,ok
553,nipple shadow,nipple shadow,umls_synonym,,no_cui_match
554,nipple shadow,faint bilateral rounded opacities projected over the lower lung fields.,llm_radiology_phrase,,no_cui_match
555,nipple shadow,well circumscribed circular densities noted in the mid to lower zones.,llm_radiology_phrase,,no_cui_match
556,nipple shadow,bilateral symmetric soft tissue shadows overlying the lower thoracic lung fields.,llm_radiology_phrase,,no_cui_match
557,nipple shadow,small round opacities visible at the level of the fifth intercostal space.,llm_radiology_phrase,,no_cui_match
558,nipple shadow,superimposed circular densities noted on the anterior aspect of the chest.,llm_radiology_phrase,,no_cui_match
559,"hypertension, pulmonary","hypertension, pulmonary",umls_synonym,C0020542,ok
560,"hypertension, pulmonary",pulmonary hypertension,umls_synonym,C0020542,ok
561,"hypertension, pulmonary",pulmonary hypertension (disorder),umls_synonym,C0020542,ok
562,"hypertension, pulmonary",prominent central pulmonary arteries with rapid tapering of the peripheral vascular markings.,llm_radiology_phrase,C0020542,ok
563,"hypertension, pulmonary",enlarged main pulmonary artery segment with prominent hilar vascular shadows bilaterally.,llm_radiology_phrase,C0020542,ok
564,"hypertension, pulmonary",prominent central pulmonary arterial vasculature with peripheral pruning of the distal vessels.,llm_radiology_phrase,C0020542,ok
565,"hypertension, pulmonary",dilated central pulmonary arteries with diminished peripheral vascularity in both lung fields.,llm_radiology_phrase,C0020542,ok
566,"hypertension, pulmonary",enlarged pulmonary outflow tract with prominent central hilar vascular structures noted.,llm_radiology_phrase,C0020542,ok
567,pulmonary cavitation,pulmonary cavitation,umls_synonym,C0578537,ok
568,pulmonary cavitation,cavitation of lung (disorder),umls_synonym,C0578537,ok
569,pulmonary cavitation,cavitation of lung,umls_synonym,C0578537,ok
570,pulmonary cavitation,thin walled lucent area noted within the right upper lobe lung parenchyma.,llm_radiology_phrase,C0578537,ok
571,pulmonary cavitation,well defined thick walled cavitary lesion identified in the left lower lobe.,llm_radiology_phrase,C0578537,ok
572,pulmonary cavitation,multiple lucent areas with surrounding consolidation noted in the right mid lung.,llm_radiology_phrase,C0578537,ok
573,pulmonary cavitation,prominent air filled space with a thick irregular wall in the apex.,llm_radiology_phrase,C0578537,ok
574,pulmonary cavitation,cavitary opacity with an internal air fluid level seen in the periphery.,llm_radiology_phrase,C0578537,ok
575,subcutaneous emphysema,subcutaneous emphysema,umls_synonym,C0038536,ok
576,subcutaneous emphysema,subcutaneous emphysema (disorder),umls_synonym,C0038536,ok
577,subcutaneous emphysema,"emphysemas, subcutaneous",umls_synonym,C0038536,ok
578,subcutaneous emphysema,subcutaneous emphysemas,umls_synonym,C0038536,ok
579,subcutaneous emphysema,"emphysema, subcutaneous",umls_synonym,C0038536,ok
580,subcutaneous emphysema,soft tissue emphysema,umls_synonym,C0038536,ok
581,subcutaneous emphysema,linear lucencies tracking along the subcutaneous soft tissues of the chest wall.,llm_radiology_phrase,C0038536,ok
582,subcutaneous emphysema,radiolucent streaks noted within the subcutaneous fat planes of the thoracic wall.,llm_radiology_phrase,C0038536,ok
583,subcutaneous emphysema,multiple small gas lucencies identified throughout the subcutaneous soft tissues of chest.,llm_radiology_phrase,C0038536,ok
584,subcutaneous emphysema,subcutaneous soft tissue lucencies consistent with air tracking along the chest wall.,llm_radiology_phrase,C0038536,ok
585,subcutaneous emphysema,prominent radiolucent gas collections visible within the subcutaneous tissues of the thorax.,llm_radiology_phrase,C0038536,ok
586,pericardial effusion,pericardial effusion,umls_synonym,C1253937,ok
587,pericardial effusion,enlarged cardiac silhouette with a globular configuration and indistinct borders.,llm_radiology_phrase,C1253937,ok
588,pericardial effusion,generalized cardiomegaly with a smooth and widened cardiac contour.,llm_radiology_phrase,C1253937,ok
589,pericardial effusion,increased cardiac shadow size with a water bottle configuration.,llm_radiology_phrase,C1253937,ok
590,pericardial effusion,prominent cardiac silhouette with loss of normal heart border definition.,llm_radiology_phrase,C1253937,ok
591,pericardial effusion,globular heart shape suggesting an increase in the pericardial space.,llm_radiology_phrase,C1253937,ok
592,pulmonary bleb,pulmonary bleb,umls_synonym,C1857434,ok
593,pulmonary bleb,small thin-walled lucency noted along the superior aspect of the right upper lobe.,llm_radiology_phrase,C1857434,ok
594,pulmonary bleb,focal subpleural lucency identified at the apex of the left upper lung field.,llm_radiology_phrase,C1857434,ok
595,pulmonary bleb,well-defined thin-walled air-filled space projecting over the right apical lung zone.,llm_radiology_phrase,C1857434,ok
